date,basket_type,item_name,scraped_name,price,unit_size,brand,store,source_file,unit_value,unit_unit,grams_total,price_per_100g,price_per_unit
2024-09-01,Neutral,White Rice,Great Value Long Grain White Rice,1.99,2 lb,Great Value,Walmart,raw_prices_202409.csv,2.0,lb,907.184,0.21936012980828587,
2024-09-01,Neutral,Tortillas,Mission Flour Tortillas,2.89,10 count,Mission,Walmart,raw_prices_202409.csv,10.0,count,,,0.28900000000000003
2024-09-01,Neutral,Butter,Great Value Salted Butter Sticks,3.95,16 oz,Great Value,Walmart,raw_prices_202409.csv,16.0,oz,453.592,0.8708266459725922,
2024-09-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.27,15.25 oz can,Del Monte,Walmart,raw_prices_202409.csv,15.25,oz,432.32987499999996,0.29375716864350404,
2024-09-01,Neutral,Canned Beans,Bush's Best Black Beans,1.5,15.5 oz can,Bush's Best,Walmart,raw_prices_202409.csv,15.5,oz,439.41724999999997,0.34136120054458496,
2024-09-01,Neutral,Onions,Yellow Onions Bag,2.93,3 lb bag,Fresh,Walmart,raw_prices_202409.csv,3.0,lb,1360.7759999999998,0.21531831837128232,
2024-09-01,Neutral,Eggs,Great Value Large White Eggs,2.22,12 count,Great Value,Walmart,raw_prices_202409.csv,12.0,count,,,0.18500000000000003
2024-09-01,Neutral,Snack Crackers,Ritz Original Crackers,3.65,13.7 oz,Ritz,Walmart,raw_prices_202409.csv,13.7,oz,388.38814999999994,0.9397815046622818,
2024-09-01,Neutral,Flour,Great Value All Purpose Flour,2.2,5 lb,Great Value,Walmart,raw_prices_202409.csv,5.0,lb,2267.96,0.09700347448808622,
2024-09-01,Neutral,Sugar,Great Value Granulated Sugar,2.81,4 lb,Great Value,Walmart,raw_prices_202409.csv,4.0,lb,1814.368,0.15487486551791038,
2024-08-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.47,20 oz,Great Value,Walmart,raw_prices_202408.csv,20.0,oz,566.99,0.43563378542831444,
2024-08-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.9,2 lb,Great Value,Walmart,raw_prices_202408.csv,2.0,lb,907.184,0.20943931991745887,
2024-08-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.94,12 oz,Great Value,Walmart,raw_prices_202408.csv,12.0,oz,340.19399999999996,1.4521126180943817,
2024-08-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.44,1 lb,Great Value,Walmart,raw_prices_202408.csv,1.0,lb,453.592,0.317465916506464,
2024-08-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.4,1 lb,Great Value,Walmart,raw_prices_202408.csv,1.0,lb,453.592,0.3086474188257288,
2024-08-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.21,32 oz,Great Value,Walmart,raw_prices_202408.csv,32.0,oz,907.184,0.46407344044868515,
2024-08-01,Healthy,Spinach,Fresh Spinach Bag,2.21,10 oz bag,Fresh,Walmart,raw_prices_202408.csv,10.0,oz,283.495,0.7795551949769837,
2024-08-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.82,1 lb,Fresh,Walmart,raw_prices_202408.csv,1.0,lb,453.592,0.4012416444734475,
2024-08-01,Healthy,Carrots,Fresh Whole Carrots,1.29,2 lb bag,Fresh,Walmart,raw_prices_202408.csv,2.0,lb,907.184,0.14219827510185368,
2024-08-01,Healthy,Apples,Gala Apples Bag,4.4,3 lb bag,Fresh,Walmart,raw_prices_202408.csv,3.0,lb,1360.7759999999998,0.3233449149602874,
2024-08-01,Healthy,Bananas,Fresh Bananas,0.6,1 lb,Fresh,Walmart,raw_prices_202408.csv,1.0,lb,453.592,0.13227746521102665,
2024-08-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.46,14 oz,Nasoya,Walmart,raw_prices_202408.csv,14.0,oz,396.893,0.6198144084173821,
2024-08-01,Healthy,Oats,Great Value Old Fashioned Oats,3.27,42 oz,Great Value,Walmart,raw_prices_202408.csv,42.0,oz,1190.6789999999999,0.2746332134857506,
2024-08-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.66,16 oz,Great Value,Walmart,raw_prices_202408.csv,16.0,oz,453.592,0.36596765375050705,
2024-08-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.84,16.9 oz,Great Value,Walmart,raw_prices_202408.csv,16.9,oz,479.10654999999997,1.2189355374081194,
2024-08-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.93,12 in,Great Value,Walmart,raw_prices_202408.csv,12.0,in,,,
2024-08-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.21,2 L,Coca-Cola,Walmart,raw_prices_202408.csv,2.0,l,2000.0,0.11050000000000001,
2024-08-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.54,8 oz,Lay's,Walmart,raw_prices_202408.csv,8.0,oz,226.796,1.5608740894901145,
2024-08-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.83,12 pack,Maruchan,Walmart,raw_prices_202408.csv,12.0,count,,,0.23583333333333334
2024-08-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.27,19.4 oz,Kellogg's,Walmart,raw_prices_202408.csv,19.4,oz,549.9802999999999,0.7763914452935861,
2024-08-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.33,48 oz,Great Value,Walmart,raw_prices_202408.csv,48.0,oz,1360.7759999999998,0.24471331064039933,
2024-08-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.1,9 oz,Skittles,Walmart,raw_prices_202408.csv,9.0,oz,255.1455,0.8230597835352771,
2024-08-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.55,20 oz,Wonder,Walmart,raw_prices_202408.csv,20.0,oz,566.99,0.4497433817174905,
2024-08-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.52,16 slices,Kraft,Walmart,raw_prices_202408.csv,16.0,slices,,,
2024-08-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,7.6,32 oz,Tyson,Walmart,raw_prices_202408.csv,32.0,oz,907.184,0.8377572796698355,
2024-08-01,UltraProcessed,Energy Drink,Monster Energy Original,2.37,16 fl oz,Monster,Walmart,raw_prices_202408.csv,16.0,fl oz,473.12,0.500929996618194,
2024-08-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,4.04,6 pack,Orville Redenbacher's,Walmart,raw_prices_202408.csv,6.0,count,,,0.6733333333333333
2024-08-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,1.15,12 oz,Bar-S,Walmart,raw_prices_202408.csv,12.0,oz,340.19399999999996,0.3380424110948459,
2024-08-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,4.3,14.3 oz,Oreo,Walmart,raw_prices_202408.csv,14.3,oz,405.39785,1.060686434326181,
2024-08-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,4.44,5 pack,Kraft,Walmart,raw_prices_202408.csv,5.0,count,,,0.8880000000000001
2024-08-01,Neutral,Pasta,Barilla Spaghetti Pasta,1.5,16 oz,Barilla,Walmart,raw_prices_202408.csv,16.0,oz,453.592,0.33069366302756664,
2024-08-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.17,24 oz,Great Value,Walmart,raw_prices_202408.csv,24.0,oz,680.3879999999999,0.17196070477433464,
2024-08-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.19,1 gal,Great Value,Walmart,raw_prices_202408.csv,1.0,gal,,,
2024-08-01,Neutral,Potatoes,Russet Potatoes Bag,4.86,5 lb bag,Fresh,Walmart,raw_prices_202408.csv,5.0,lb,2267.96,0.21428949364186317,
2024-08-01,Neutral,Bananas,Fresh Bananas,0.61,1 lb,Fresh,Walmart,raw_prices_202408.csv,1.0,lb,453.592,0.13448208963121042,
2024-08-01,Neutral,White Rice,Great Value Long Grain White Rice,2.01,2 lb,Great Value,Walmart,raw_prices_202408.csv,2.0,lb,907.184,0.2215647542284696,
2024-08-01,Neutral,Tortillas,Mission Flour Tortillas,2.89,10 count,Mission,Walmart,raw_prices_202408.csv,10.0,count,,,0.28900000000000003
2024-08-01,Neutral,Butter,Great Value Salted Butter Sticks,3.94,16 oz,Great Value,Walmart,raw_prices_202408.csv,16.0,oz,453.592,0.8686220215524083,
2024-08-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.28,15.25 oz can,Del Monte,Walmart,raw_prices_202408.csv,15.25,oz,432.32987499999996,0.2960702172155001,
2024-08-01,Neutral,Canned Beans,Bush's Best Black Beans,1.46,15.5 oz can,Bush's Best,Walmart,raw_prices_202408.csv,15.5,oz,439.41724999999997,0.3322582351967293,
2024-08-01,Neutral,Onions,Yellow Onions Bag,2.9,3 lb bag,Fresh,Walmart,raw_prices_202408.csv,3.0,lb,1360.7759999999998,0.21311369395109853,
2024-08-01,Neutral,Eggs,Great Value Large White Eggs,2.22,12 count,Great Value,Walmart,raw_prices_202408.csv,12.0,count,,,0.18500000000000003
2024-08-01,Neutral,Snack Crackers,Ritz Original Crackers,3.57,13.7 oz,Ritz,Walmart,raw_prices_202408.csv,13.7,oz,388.38814999999994,0.9191835538751634,
2024-08-01,Neutral,Flour,Great Value All Purpose Flour,2.18,5 lb,Great Value,Walmart,raw_prices_202408.csv,5.0,lb,2267.96,0.0961216247200127,
2024-08-01,Neutral,Sugar,Great Value Granulated Sugar,2.9,4 lb,Great Value,Walmart,raw_prices_202408.csv,4.0,lb,1814.368,0.15983527046332385,
2022-09-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.45,20 oz,Great Value,Walmart,raw_prices_202209.csv,20.0,oz,566.99,0.43210638635602044,
2022-09-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.85,2 lb,Great Value,Walmart,raw_prices_202209.csv,2.0,lb,907.184,0.20392775886699943,
2022-09-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.87,12 oz,Great Value,Walmart,raw_prices_202209.csv,12.0,oz,340.19399999999996,1.4315361235059998,
2022-09-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.41,1 lb,Great Value,Walmart,raw_prices_202209.csv,1.0,lb,453.592,0.31085204324591265,
2022-09-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.39,1 lb,Great Value,Walmart,raw_prices_202209.csv,1.0,lb,453.592,0.30644279440554506,
2022-09-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.2,32 oz,Great Value,Walmart,raw_prices_202209.csv,32.0,oz,907.184,0.4629711282385933,
2022-09-01,Healthy,Spinach,Fresh Spinach Bag,2.18,10 oz bag,Fresh,Walmart,raw_prices_202209.csv,10.0,oz,283.495,0.7689729977601016,
2022-09-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.78,1 lb,Fresh,Walmart,raw_prices_202209.csv,1.0,lb,453.592,0.39242314679271245,
2022-09-01,Healthy,Carrots,Fresh Whole Carrots,1.27,2 lb bag,Fresh,Walmart,raw_prices_202209.csv,2.0,lb,907.184,0.13999365068166986,
2022-09-01,Healthy,Apples,Gala Apples Bag,4.36,3 lb bag,Fresh,Walmart,raw_prices_202209.csv,3.0,lb,1360.7759999999998,0.3204054157333757,
2022-09-01,Healthy,Bananas,Fresh Bananas,0.61,1 lb,Fresh,Walmart,raw_prices_202209.csv,1.0,lb,453.592,0.13448208963121042,
2022-09-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.38,14 oz,Nasoya,Walmart,raw_prices_202209.csv,14.0,oz,396.893,0.5996578422899874,
2022-09-01,Healthy,Oats,Great Value Old Fashioned Oats,3.3,42 oz,Great Value,Walmart,raw_prices_202209.csv,42.0,oz,1190.6789999999999,0.2771527842516749,
2022-09-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.65,16 oz,Great Value,Walmart,raw_prices_202209.csv,16.0,oz,453.592,0.3637630293303233,
2022-09-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.79,16.9 oz,Great Value,Walmart,raw_prices_202209.csv,16.9,oz,479.10654999999997,1.2084994454782554,
2022-09-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.78,12 in,Great Value,Walmart,raw_prices_202209.csv,12.0,in,,,
2022-09-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.2,2 L,Coca-Cola,Walmart,raw_prices_202209.csv,2.0,l,2000.0,0.11,
2022-09-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.46,8 oz,Lay's,Walmart,raw_prices_202209.csv,8.0,oz,226.796,1.525600098767174,
2022-09-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.78,12 pack,Maruchan,Walmart,raw_prices_202209.csv,12.0,count,,,0.23166666666666666
2022-09-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.16,19.4 oz,Kellogg's,Walmart,raw_prices_202209.csv,19.4,oz,549.9802999999999,0.7563907289042899,
2022-09-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.29,48 oz,Great Value,Walmart,raw_prices_202209.csv,48.0,oz,1360.7759999999998,0.24177381141348764,
2022-09-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.08,9 oz,Skittles,Walmart,raw_prices_202209.csv,9.0,oz,255.1455,0.8152211189301791,
2022-09-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.5,20 oz,Wonder,Walmart,raw_prices_202209.csv,20.0,oz,566.99,0.4409248840367555,
2022-09-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.52,16 slices,Kraft,Walmart,raw_prices_202209.csv,16.0,slices,,,
2022-09-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,7.37,32 oz,Tyson,Walmart,raw_prices_202209.csv,32.0,oz,907.184,0.8124040988377221,
2022-09-01,UltraProcessed,Energy Drink,Monster Energy Original,2.31,16 fl oz,Monster,Walmart,raw_prices_202209.csv,16.0,fl oz,473.12,0.48824822455191075,
2022-09-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,4.04,6 pack,Orville Redenbacher's,Walmart,raw_prices_202209.csv,6.0,count,,,0.6733333333333333
2022-09-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,1.16,12 oz,Bar-S,Walmart,raw_prices_202209.csv,12.0,oz,340.19399999999996,0.3409819103217576,
2022-09-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,4.28,14.3 oz,Oreo,Walmart,raw_prices_202209.csv,14.3,oz,405.39785,1.0557530090502454,
2022-09-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,4.36,5 pack,Kraft,Walmart,raw_prices_202209.csv,5.0,count,,,0.8720000000000001
2022-09-01,Neutral,Pasta,Barilla Spaghetti Pasta,1.49,16 oz,Barilla,Walmart,raw_prices_202209.csv,16.0,oz,453.592,0.3284890386073829,
2022-09-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.17,24 oz,Great Value,Walmart,raw_prices_202209.csv,24.0,oz,680.3879999999999,0.17196070477433464,
2022-09-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.13,1 gal,Great Value,Walmart,raw_prices_202209.csv,1.0,gal,,,
2022-09-01,Neutral,Potatoes,Russet Potatoes Bag,4.95,5 lb bag,Fresh,Walmart,raw_prices_202209.csv,5.0,lb,2267.96,0.21825781759819396,
2022-09-01,Neutral,Bananas,Fresh Bananas,0.61,1 lb,Fresh,Walmart,raw_prices_202209.csv,1.0,lb,453.592,0.13448208963121042,
2022-09-01,Neutral,White Rice,Great Value Long Grain White Rice,1.97,2 lb,Great Value,Walmart,raw_prices_202209.csv,2.0,lb,907.184,0.21715550538810208,
2022-09-01,Neutral,Tortillas,Mission Flour Tortillas,2.85,10 count,Mission,Walmart,raw_prices_202209.csv,10.0,count,,,0.28500000000000003
2022-09-01,Neutral,Butter,Great Value Salted Butter Sticks,3.97,16 oz,Great Value,Walmart,raw_prices_202209.csv,16.0,oz,453.592,0.8752358948129597,
2022-09-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.25,15.25 oz can,Del Monte,Walmart,raw_prices_202209.csv,15.25,oz,432.32987499999996,0.28913107149951184,
2022-09-01,Neutral,Canned Beans,Bush's Best Black Beans,1.49,15.5 oz can,Bush's Best,Walmart,raw_prices_202209.csv,15.5,oz,439.41724999999997,0.339085459207621,
2022-09-01,Neutral,Onions,Yellow Onions Bag,2.9,3 lb bag,Fresh,Walmart,raw_prices_202209.csv,3.0,lb,1360.7759999999998,0.21311369395109853,
2022-09-01,Neutral,Eggs,Great Value Large White Eggs,2.17,12 count,Great Value,Walmart,raw_prices_202209.csv,12.0,count,,,0.18083333333333332
2022-09-01,Neutral,Snack Crackers,Ritz Original Crackers,3.56,13.7 oz,Ritz,Walmart,raw_prices_202209.csv,13.7,oz,388.38814999999994,0.9166088100267736,
2022-09-01,Neutral,Flour,Great Value All Purpose Flour,2.19,5 lb,Great Value,Walmart,raw_prices_202209.csv,5.0,lb,2267.96,0.09656254960404945,
2022-09-01,Neutral,Sugar,Great Value Granulated Sugar,2.82,4 lb,Great Value,Walmart,raw_prices_202209.csv,4.0,lb,1814.368,0.15542602162295632,
2022-08-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.44,20 oz,Great Value,Walmart,raw_prices_202208.csv,20.0,oz,566.99,0.4303426868198733,
2022-08-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.85,2 lb,Great Value,Walmart,raw_prices_202208.csv,2.0,lb,907.184,0.20392775886699943,
2022-08-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.78,12 oz,Great Value,Walmart,raw_prices_202208.csv,12.0,oz,340.19399999999996,1.4050806304637944,
2022-08-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.4,1 lb,Great Value,Walmart,raw_prices_202208.csv,1.0,lb,453.592,0.3086474188257288,
2022-08-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.38,1 lb,Great Value,Walmart,raw_prices_202208.csv,1.0,lb,453.592,0.3042381699853613,
2022-08-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.2,32 oz,Great Value,Walmart,raw_prices_202208.csv,32.0,oz,907.184,0.4629711282385933,
2022-08-01,Healthy,Spinach,Fresh Spinach Bag,2.21,10 oz bag,Fresh,Walmart,raw_prices_202208.csv,10.0,oz,283.495,0.7795551949769837,
2022-08-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.8,1 lb,Fresh,Walmart,raw_prices_202208.csv,1.0,lb,453.592,0.3968323956330799,
2022-08-01,Healthy,Carrots,Fresh Whole Carrots,1.27,2 lb bag,Fresh,Walmart,raw_prices_202208.csv,2.0,lb,907.184,0.13999365068166986,
2022-08-01,Healthy,Apples,Gala Apples Bag,4.42,3 lb bag,Fresh,Walmart,raw_prices_202208.csv,3.0,lb,1360.7759999999998,0.32481466457374325,
2022-08-01,Healthy,Bananas,Fresh Bananas,0.6,1 lb,Fresh,Walmart,raw_prices_202208.csv,1.0,lb,453.592,0.13227746521102665,
2022-08-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.39,14 oz,Nasoya,Walmart,raw_prices_202208.csv,14.0,oz,396.893,0.6021774130559119,
2022-08-01,Healthy,Oats,Great Value Old Fashioned Oats,3.3,42 oz,Great Value,Walmart,raw_prices_202208.csv,42.0,oz,1190.6789999999999,0.2771527842516749,
2022-08-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.61,16 oz,Great Value,Walmart,raw_prices_202208.csv,16.0,oz,453.592,0.3549445316495882,
2022-08-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.81,16.9 oz,Great Value,Walmart,raw_prices_202208.csv,16.9,oz,479.10654999999997,1.212673882250201,
2022-08-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.87,12 in,Great Value,Walmart,raw_prices_202208.csv,12.0,in,,,
2022-08-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.21,2 L,Coca-Cola,Walmart,raw_prices_202208.csv,2.0,l,2000.0,0.11050000000000001,
2022-08-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.47,8 oz,Lay's,Walmart,raw_prices_202208.csv,8.0,oz,226.796,1.5300093476075418,
2022-08-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.82,12 pack,Maruchan,Walmart,raw_prices_202208.csv,12.0,count,,,0.235
2022-08-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.24,19.4 oz,Kellogg's,Walmart,raw_prices_202208.csv,19.4,oz,549.9802999999999,0.7709367044601417,
2022-08-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.24,48 oz,Great Value,Walmart,raw_prices_202208.csv,48.0,oz,1360.7759999999998,0.238099437379848,
2022-08-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.05,9 oz,Skittles,Walmart,raw_prices_202208.csv,9.0,oz,255.1455,0.8034631220225321,
2022-08-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.51,20 oz,Wonder,Walmart,raw_prices_202208.csv,20.0,oz,566.99,0.4426885835729024,
2022-08-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.53,16 slices,Kraft,Walmart,raw_prices_202208.csv,16.0,slices,,,
