date,basket_type,item_name,scraped_name,brand,store,price,unit_size,price_per_100g,calories_per_100g,protein_per_100g,fiber_per_100g,sugar_per_100g,saturated_fat_per_100g,nutrient_density_score,cost_per_100_calories,cost_per_gram_protein
2020-01-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.84,16 oz,0.8465757773505704,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.1180719354742776,0.995971502765377
2020-01-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.48,15.5 oz can,0.3368097178706571,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.37012056908863417,0.06973286084278615
2020-01-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,0.2891310714995118,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.3177264521972657,0.13023922139617647
2020-01-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.13,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2020-01-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.17,5 lb,0.0956806998359759,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.026285906548345023,0.009289388333589893
2020-01-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.08,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2020-01-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.88,3 lb bag,0.2116439443376426,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5569577482569542,0.24609760969493327
2020-01-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.47,16 oz,0.3240797897670153,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.24738915249390478,0.06481595795340306
2020-01-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.82,5 lb bag,0.2125257941057161,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.23100629794099575,0.10120275909796005
2020-01-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.57,13.7 oz,0.9191835538751634,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.21228257595269362,0.13780862876689107
2020-01-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.76,4 lb,0.1521190849926806,375.0,0.0,,100.0,0.0,,0.04056508933138149,
2020-01-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.15,24 oz,0.1690212055474229,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.704255023114262,0.1408510046228524
2020-01-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.85,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2020-01-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.96,2 lb,0.2160531931780102,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.2250554095604273,0.10748915083483096
2020-01-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.06,9 oz,0.8073824543250813,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15091260828506192,0.10554019010785376
2020-01-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.4,32 oz,0.8157110354679977,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.265703920347882,0.05123813036859282
2020-01-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.54,8 oz,1.5608740894901143,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.29120785251681236,0.22298201278430205
2020-01-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.32,14.3 oz,1.065619859602117,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.22062522973128715,0.308875321623802
2020-01-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.31,16 fl oz,0.4882482245519107,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.135460987330025,1.0614091838085014
2020-01-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.88,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2020-01-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.16,12 oz,0.3409819103217576,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10589500320551479,0.029143753018953646
2020-01-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.25,48 oz,0.2388343121865759,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11537889477612362,0.06823837491045025
2020-01-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.81,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2020-01-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2020-01-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.03,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2020-01-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.47,16 slices,,,,,,,,,
2020-01-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.17,2 L,0.1085,41.0,0.0,0.0,10.6,0.0,0.0,0.2646341463414634,
2020-01-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.24,19.4 oz,0.7709367044601417,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.20341337848552551,0.09960422538244725
2020-01-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.45,20 oz,0.4321063863560204,220.0,7.32,2.4,0.0,0.0,2.209090909090909,0.19641199379819108,0.05903092709781699
2020-02-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.39,3 lb bag,0.3226100401535595,,0.148,2.08,13.3,,,,2.1797975686051316
2020-02-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.59,1 lb,0.1300728407908429,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.13409571215550814,0.1757741091768147
2020-02-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.74,1 lb,0.3836046491119773,34.0,2.8,2.6,1.7,0.1,2.17741935483871,1.1282489679764036,0.13700166039713474
2020-02-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.83,2 lb,0.2017231344468156,124.0,2.45,1.0,0.22,0.2,1.1896551724137931,0.1626799471345287,0.0823359732435982
2020-02-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.24,2 lb bag,0.1366867140513942,41.0,0.9,2.8,4.7,0.0,0.6702898550724636,0.3333822293936444,0.15187412672377135
2020-02-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.41,1 lb,0.3108520432459126,211.0,8.23,7.1,4.46,1.12,1.5642857142857143,0.14732324324450835,0.037770600637413436
2020-02-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.13,32 oz,0.4552549427679501,59.0,10.3,0.0,3.27,0.108,2.25976305397104,0.7716185470643222,0.044199509006597096
2020-02-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.35,1 lb,0.29762429672481,,,,,,,,
2020-02-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.28,42 oz,0.2754730704077253,371.0,13.7,9.4,1.42,1.11,2.3216080402010055,0.0742515014576079,0.020107523387425205
2020-02-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.76,16.9 oz,1.202237790320337,900.0,0.0,0.0,0.0,15.52,0.0,0.13358197670225966,
2020-02-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.63,16 oz,0.3593537804899557,520.0,25.9,5.2,9.28,5.76,1.2224842767295598,0.0691064962480684,0.01387466333938053
2020-02-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.83,12 oz,1.419778126598353,120.0,4.4,2.8,0.87,0.231,2.0565552699228795,1.1831484388319609,0.3226768469541711
2020-02-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.19,10 oz bag,0.7725003968323956,27.0,2.85,1.6,0.42,0.063,4.349951124144672,2.8611125808607243,0.2710527708183844
2020-02-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.41,14 oz,0.6072165545877606,89.0,8.86,1.3,0.0,0.0,5.707865168539326,0.6822657916716411,0.06853459984060503
2020-02-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.43,20 oz,0.4285789872837263,247.0,13.0,7.0,6.0,1.0,1.675041876046901,0.17351376003389726,0.032967614406440485
2020-02-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,0.1366867140513942,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.14091413819731363,0.18471177574512732
2020-02-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.8,16 oz,0.8377572796698355,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.11684201947975391,0.9855967996115712
2020-02-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.44,15.5 oz can,0.3277067525228015,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.36011731046461704,0.06784818892811625
2020-02-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,0.2891310714995118,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.3177264521972657,0.13023922139617647
2020-02-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.15,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2020-02-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.2,5 lb,0.0970034744880862,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.02664930617804566,0.009417813057095747
2020-02-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.12,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2020-02-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.91,3 lb bag,0.2138485687578264,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5627593914679642,0.24866112646258884
2020-02-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,0.3306936630275666,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.2524379107080661,0.06613873260551331
2020-02-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.86,5 lb bag,0.2142894936418631,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.232923362654199,0.10204261601993479
2020-02-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.57,13.7 oz,0.9191835538751634,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.21228257595269362,0.13780862876689107
2020-02-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.8,4 lb,0.1543237094128644,375.0,0.0,,100.0,0.0,,0.04115298917676384,
2020-02-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.14,24 oz,0.1675514559339671,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.6981310663915296,0.1396262132783059
2020-02-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.85,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2020-02-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.99,2 lb,0.2193601298082858,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.22850013521696436,0.10913439293944567
2020-02-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.09,9 oz,0.8191404512327279,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15311036471639775,0.10707718316767685
2020-02-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.5,32 oz,0.8267341575689166,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.2692945138660966,0.05193053753573596
2020-02-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.47,8 oz,1.5300093476075418,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.28544950515066075,0.21857276394393454
2020-02-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.28,14.3 oz,1.0557530090502454,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.2185824035300715,0.3060153649421001
2020-02-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.32,16 fl oz,0.4903618532296245,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.140376402859592,1.0660040287600532
2020-02-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.85,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2020-02-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,0.3380424110948459,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10498211524684654,0.02889251376879025
2020-02-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.22,48 oz,0.2366296877663921,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11431385882434401,0.06760848221896917
2020-02-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.75,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2020-02-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.36,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2020-02-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,3.97,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2020-02-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.5,16 slices,,,,,,,,,
2020-02-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.2,2 L,0.11,41.0,0.0,0.0,10.6,0.0,0.0,0.2682926829268293,
2020-02-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.21,19.4 oz,0.7654819636266973,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.2019741328830336,0.09889947850474125
2020-02-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.48,20 oz,0.4373974849644614,220.0,7.32,2.4,0.0,0.0,2.209090909090909,0.19881703862020972,0.05975375477656576
2020-03-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.33,3 lb bag,0.3182007913131919,,0.148,2.08,13.3,,,,2.1500053467107563
2020-03-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,0.1322774652110266,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.1363685208361099,0.17875333136625216
2020-03-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.8,1 lb,0.3968323956330799,34.0,2.8,2.6,1.7,0.1,2.17741935483871,1.1671541048031762,0.14172585558324283
2020-03-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.85,2 lb,0.2039277588669994,124.0,2.45,1.0,0.22,0.2,1.1896551724137931,0.16445787005403179,0.08323581994571404
2020-03-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,0.138891338471578,41.0,0.9,2.8,4.7,0.0,0.6702898550724636,0.33875936212580005,0.15432370941286444
2020-03-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.38,1 lb,0.3042381699853613,211.0,8.23,7.1,4.46,1.12,1.5642857142857143,0.14418870615419968,0.03696697083661741
2020-03-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.1,32 oz,0.4519480061376743,59.0,10.3,0.0,3.27,0.108,2.25976305397104,0.7660135697248717,0.04387844719783245
2020-03-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.37,1 lb,0.3020335455651775,,,,,,,,
2020-03-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.29,42 oz,0.2763129273297001,371.0,13.7,9.4,1.42,1.11,2.3216080402010055,0.07447787798644208,0.02016882681238687
2020-03-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.79,16.9 oz,1.2084994454782554,900.0,0.0,0.0,0.0,15.52,0.0,0.1342777161642506,
2020-03-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.63,16 oz,0.3593537804899557,520.0,25.9,5.2,9.28,5.76,1.2224842767295598,0.0691064962480684,0.01387466333938053
2020-03-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.82,12 oz,1.4168386273714413,120.0,4.4,2.8,0.87,0.231,2.0565552699228795,1.1806988561428677,0.3220087789480548
2020-03-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.22,10 oz bag,0.7830825940492778,27.0,2.85,1.6,0.42,0.063,4.349951124144672,2.900305903886214,0.2747658224734308
2020-03-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.39,14 oz,0.6021774130559119,89.0,8.86,1.3,0.0,0.0,5.707865168539326,0.676603834894283,0.0679658479747079
2020-03-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.45,20 oz,0.4321063863560204,247.0,13.0,7.0,6.0,1.0,1.675041876046901,0.17494185682429975,0.033238952796616955
2020-03-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,0.1344820896312104,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.13864132951671174,0.1817325535556897
2020-03-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.9,16 oz,0.8598035238716732,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.11991680946606322,1.0115335574960862
2020-03-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.46,15.5 oz can,0.3322582351967293,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.36511893977662563,0.0687905248854512
2020-03-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.24,15.25 oz can,0.2868180229275157,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.31518464057968754,0.12919730762500706
2020-03-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.15,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2020-03-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.18,5 lb,0.0961216247200127,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.026407039758245248,0.009332196574758514
2020-03-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.04,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2020-03-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.83,3 lb bag,0.207969570304003,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5472883429052711,0.2418250817488407
2020-03-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.45,16 oz,0.3196705409266477,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.2440233136844639,0.06393410818532955
2020-03-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.94,5 lb bag,0.2178168927141572,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.23675749208060562,0.10372232986388437
2020-03-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.56,13.7 oz,0.9166088100267736,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.21168794688840037,0.13742261019891658
2020-03-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.79,4 lb,0.1537725533078185,375.0,0.0,,100.0,0.0,,0.04100601421541827,
2020-03-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.16,24 oz,0.1704909551608788,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.710378979836995,0.14207579596739903
2020-03-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.87,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2020-03-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.94,2 lb,0.2138485687578264,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.2227589257894025,0.10639232276508777
2020-03-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.05,9 oz,0.8034631220225321,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15018002280794993,0.10502785908791269
2020-03-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.38,32 oz,0.813506411047814,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.26498580164423907,0.051099648935164194
2020-03-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.49,8 oz,1.5388278452882769,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.2870947472552755,0.2198325493268967
2020-03-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.29,14.3 oz,1.0582197216882132,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.2190931100803754,0.3067303541125255
2020-03-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.33,16 fl oz,0.4924754819073385,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.1452918183891592,1.0705988737116052
2020-03-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.82,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2020-03-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,0.3380424110948459,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10498211524684654,0.02889251376879025
2020-03-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.22,48 oz,0.2366296877663921,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11431385882434401,0.06760848221896917
2020-03-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.8,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2020-03-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.35,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2020-03-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.01,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2020-03-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.46,16 slices,,,,,,,,,
2020-03-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.19,2 L,0.1095,41.0,0.0,0.0,10.6,0.0,0.0,0.26707317073170733,
2020-03-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.14,19.4 oz,0.7527542350153269,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.19861589314388572,0.09725506912342724
